event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,nameShoppingList,Add a new list,Add a new list,,android.widget.TextView,clickable,,,,,,,correct,br.com.vansact.MainApp,
0,action_bar_title,Shopping List,Shopping List,,android.widget.TextView,label,,,,,,,wrong,br.com.vansact.MainApp,
0,action_add,,New list action_add,,android.widget.TextView,clickable,New list,,,,,,wrong,br.com.vansact.MainApp,
0,action_bar,,More options,,android.widget.ImageButton,clickable,More options,,,,,,wrong,br.com.vansact.MainApp,
1,null,,New shopping list,,android.widget.EditText,fillable,,,,,,New shopping list New shopping list,correct,br.com.vansact.MainApp,New shopping list
1,alertTitle,Save?,Save?,,android.widget.TextView,label,,,,,,,wrong,br.com.vansact.MainApp,
1,message,New shopping list,New shopping list,,android.widget.TextView,label,,,,,,,wrong,br.com.vansact.MainApp,
1,button2,Cancel,,,android.widget.Button,clickable,,,,,,,wrong,br.com.vansact.MainApp,
1,button1,OK,,,android.widget.Button,clickable,,,,,,,wrong,br.com.vansact.MainApp,
2,button1,OK,,,android.widget.Button,clickable,,,,,,,correct,br.com.vansact.MainApp,
2,alertTitle,Save?,Save?,,android.widget.TextView,label,,,,,,,wrong,br.com.vansact.MainApp,
2,message,New shopping list,New shopping list,,android.widget.TextView,label,,,,,,,wrong,br.com.vansact.MainApp,
2,null,grocery,New shopping list,,android.widget.EditText,fillable,,,,,,New shopping list New shopping list,wrong,br.com.vansact.MainApp,
2,button2,Cancel,,,android.widget.Button,clickable,,,,,,,wrong,br.com.vansact.MainApp,
3,edDescription,Add an item,Add an item,,android.widget.EditText,fillable,,,,,,,correct,br.com.vansact.AddItemShoppingList,
3,action_bar_title,grocery,grocery,,android.widget.TextView,clickable,,,,,,,wrong,br.com.vansact.AddItemShoppingList,
3,action_done,,Add item action_done,,android.widget.TextView,clickable,Add item,,,,,,wrong,br.com.vansact.AddItemShoppingList,
3,search,,Search search,,android.widget.TextView,clickable,Search,,,,,,wrong,br.com.vansact.AddItemShoppingList,
3,action_bar,,More options,,android.widget.ImageButton,clickable,More options,,,,,,wrong,br.com.vansact.AddItemShoppingList,
3,edQuantity,0.00,edQuantity,,android.widget.EditText,fillable,,,,,,,wrong,br.com.vansact.AddItemShoppingList,
3,edUnitValue,US$ 0.00,US$ 0.00,,android.widget.EditText,fillable,,,,,,,wrong,br.com.vansact.AddItemShoppingList,
3,header_description_collumn,No item was added,No item was added,,android.widget.TextView,clickable,,,,,,,wrong,br.com.vansact.AddItemShoppingList,
4,action_done,,Add item action_done,,android.widget.TextView,clickable,Add item,,,,,,correct,br.com.vansact.AddItemShoppingList,
4,action_bar_title,grocery,grocery,,android.widget.TextView,clickable,,,,,,,wrong,br.com.vansact.AddItemShoppingList,
4,search,,Search search,,android.widget.TextView,clickable,Search,,,,,,wrong,br.com.vansact.AddItemShoppingList,
4,action_bar,,More options,,android.widget.ImageButton,clickable,More options,,,,,,wrong,br.com.vansact.AddItemShoppingList,
4,edDescription,weekly grocery shopping,Add an item,,android.widget.EditText,fillable,,,,,Add an item,,wrong,br.com.vansact.AddItemShoppingList,
4,edQuantity,0.00,edQuantity,,android.widget.EditText,fillable,,,,,,,wrong,br.com.vansact.AddItemShoppingList,
4,edUnitValue,US$ 0.00,US$ 0.00,,android.widget.EditText,fillable,,,,,US$ 0.00,,wrong,br.com.vansact.AddItemShoppingList,
4,header_description_collumn,No item was added,No item was added,,android.widget.TextView,clickable,,,,,,,wrong,br.com.vansact.AddItemShoppingList,
