event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,fab_add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,.ui.home.MainActivity,
0,txt_title,Default,Default,,android.widget.TextView,clickable,,,,,,,wrong,.ui.home.MainActivity,
0,txt_count,0,txt_count Default,,android.widget.TextView,label,,,,,,Default Default,wrong,.ui.home.MainActivity,
0,fab_setting,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
0,txt_empty,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,.ui.home.MainActivity,
1,edit_text,Title,Title,,android.widget.EditText,fillable,,,,,,,correct,.ui.home.MainActivity,
1,txt_title,Default,Default,,android.widget.TextView,clickable,,,,,,,wrong,.ui.home.MainActivity,
1,txt_count,0,txt_count Default,,android.widget.TextView,label,,,,,,Default Default,wrong,.ui.home.MainActivity,
1,fab_setting,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
1,txt_empty,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,.ui.home.MainActivity,
1,edit_text_content,Content,Content,,android.widget.EditText,fillable,,,,,,,wrong,.ui.home.MainActivity,
1,txt_group,Default,Default,,android.widget.TextView,clickable,,,,,,,wrong,.ui.home.MainActivity,
1,input_panel,,,,android.view.View,clickable,,,,,,,wrong,.ui.home.MainActivity,
1,fab_add_reminder,,fab_add_reminder,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
1,fab_add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
2,fab_add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,.ui.home.MainActivity,
2,edit_text,Sample Todo,Title,,android.widget.EditText,fillable,,,,,Title,,wrong,.ui.home.MainActivity,
2,txt_title,Default,Default,,android.widget.TextView,clickable,,,,,,,wrong,.ui.home.MainActivity,
2,txt_count,0,txt_count Default,,android.widget.TextView,label,,,,,,Default Default,wrong,.ui.home.MainActivity,
2,fab_setting,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
2,txt_empty,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,.ui.home.MainActivity,
2,edit_text_content,Content,Content,,android.widget.EditText,fillable,,,,,Content,,wrong,.ui.home.MainActivity,
2,txt_group,Default,Default,,android.widget.TextView,clickable,,,,,,,wrong,.ui.home.MainActivity,
2,input_panel,,,,android.view.View,clickable,,,,,,,wrong,.ui.home.MainActivity,
2,fab_add_reminder,,fab_add_reminder,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
3,txt_thing,Sample Todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,.ui.home.MainActivity,
3,txt_title,Default,Default,,android.widget.TextView,clickable,,,,,,,wrong,.ui.home.MainActivity,
3,txt_count,1,txt_count Default,,android.widget.TextView,label,,,,,,Default Default,wrong,.ui.home.MainActivity,
3,fab_setting,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
3,fab_add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
4,btn_delete,DELETE,DELETE,,android.widget.TextView,clickable,,,,,,,correct,.ui.home.MainActivity,
4,txt_title,Default,Default,,android.widget.TextView,clickable,,,,,,,wrong,.ui.home.MainActivity,
4,txt_count,1,txt_count Default,,android.widget.TextView,label,,,,,,Default Default,wrong,.ui.home.MainActivity,
4,fab_setting,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
4,fab_add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,wrong,.ui.home.MainActivity,
