event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,negative_action_button,No not now,No not now,,android.widget.Button,clickable,,,,,,,correct,.onboarding.ui.ActivityOnboarding,
0,title,Personalized Tips On The Go,Personalized Tips On The Go,,android.widget.TextView,label,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
0,description,When you are near an interesting business or event we'll send a push notification.,When you are near an interesting business or event we'll send a push notification.,,android.widget.TextView,label,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
0,positive_action_button,Yes turn it on,Yes turn it on,,android.widget.Button,clickable,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
1,skip_button,Skip,Skip,,android.widget.TextView,clickable,,,,,,,correct,.onboarding.ui.ActivityOnboarding,
1,welcome_headline,Welcome to Yelp,Welcome to Yelp,,android.widget.TextView,label,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
1,welcome_tagline,We know just the place.,We know just the place.,,android.widget.TextView,label,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
1,terms_of_service_ ,I agree to Yelp's Terms of Service and confirm that I have read Yelp's Privacy Policy.,I agree to Yelp's Terms of Service and confirm that I have read Yelp's Privacy Policy.,,android.widget.TextView,clickable,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
1,google_sign_up_button,Continue with Google,Continue with Google,,android.widget.Button,clickable,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
1,fb_sign_up_button,Continue with Facebook,Continue with Facebook,,android.widget.Button,clickable,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
1,login_signup_or_divider,or,or,,android.widget.TextView,label,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
1,sign_up_text_button,Sign up with Email,Sign up with Email,,android.widget.Button,clickable,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
1,login_text_button,Log In,Log In,,android.widget.Button,clickable,,,,,,,wrong,.onboarding.ui.ActivityOnboarding,
2,hot_button_profile,Me,Me,,android.widget.TextView,clickable,Me,,,Search,,,correct,.nearby.ui.ActivityNearby,
2,content_wrapper,,Navigate up,,android.widget.ImageButton,clickable,Navigate up,,,,,,wrong,.nearby.ui.ActivityNearby,
2,search_ _icon,,search_ _icon,,android.widget.ImageView,clickable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,search_text,Cleaners movers delivery sushi etc.,Cleaners movers delivery sushi etc.,,android.widget.EditText,fillable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,title,Restaurants,Restaurants,,android.widget.TextView,clickable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,title,Delivery,Delivery,,android.widget.TextView,clickable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,title,Takeout,Takeout,,android.widget.TextView,clickable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,title,Accountants,Accountants,,android.widget.TextView,clickable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,title,Plumbers,Plumbers,,android.widget.TextView,clickable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,title,Auto Repair,Auto Repair,,android.widget.TextView,clickable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,title,Movers,Movers,,android.widget.TextView,clickable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,title,More,More,,android.widget.TextView,clickable,,,,,,,wrong,.nearby.ui.ActivityNearby,
2,hot_button_nearby,Nearby,Nearby,,android.widget.TextView,clickable,Nearby,,,Cleaners movers delivery sushi etc.,,,wrong,.nearby.ui.ActivityNearby,
2,hot_button_search,Search,Search,,android.widget.TextView,clickable,Search,,,Nearby,,,wrong,.nearby.ui.ActivityNearby,
2,hot_button_feed,Activity,Activity,,android.widget.TextView,clickable,Activity,,,Me,,,wrong,.nearby.ui.ActivityNearby,
2,hot_button_collections,Collections,Collections,,android.widget.TextView,clickable,Collections,,,Activity,,,wrong,.nearby.ui.ActivityNearby,
3,sign_up_button,Sign Up,Sign Up,,android.widget.Button,clickable,,,,,,,correct,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
3,content_wrapper,,Navigate up,,android.widget.ImageButton,clickable,Navigate up,,,,,,wrong,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
3,content_wrapper,,,,android.widget.TextView,label,,,,,,,wrong,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
3,content_wrapper,Join the Yelp community in writing reviews checking into local businesses and more!,Sign Up to Get the Full Experience! Join the Yelp community in writing reviews checking into local businesses and more!,,android.widget.TextView,label,,,,,,,wrong,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
3,log_in_button,Log In,Log In,,android.widget.Button,clickable,,,,,,,wrong,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
3,hot_button_nearby,Nearby,Nearby,,android.widget.TextView,clickable,Nearby,,,,,,wrong,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
3,hot_button_search,Search,Search,,android.widget.TextView,clickable,Search,,,Nearby,,,wrong,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
3,hot_button_profile,Me,Me,,android.widget.TextView,clickable,Me,,,Search,,,wrong,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
3,hot_button_feed,Activity,Activity,,android.widget.TextView,clickable,Activity,,,Me,,,wrong,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
3,hot_button_collections,Collections,Collections,,android.widget.TextView,clickable,Collections,,,Activity,,,wrong,.ui.activities.profile.loggedout.ActivityUserProfileLoggedOut,
4,email_sign_up,Sign up with Email,Sign up with Email,,android.widget.Button,clickable,,,,I agree to Yelp's Terms of Service and confirm that I have read Yelp's Privacy Policy.,,,correct,.ui.activities.ActivityCreateAccount,
4,container,We know just the place.,We know just the place.,,android.widget.TextView,label,,,,,,,wrong,.ui.activities.ActivityCreateAccount,
4,terms_of_service_ ,I agree to Yelp's Terms of Service and confirm that I have read Yelp's Privacy Policy.,I agree to Yelp's Terms of Service and confirm that I have read Yelp's Privacy Policy.,,android.widget.TextView,clickable,,,,We know just the place.,,,wrong,.ui.activities.ActivityCreateAccount,
4,google_sign_up,Sign up with Google,Sign up with Google,,android.widget.Button,clickable,,,,Sign up with Email,,,wrong,.ui.activities.ActivityCreateAccount,
4,fb_sign_up,Sign up with Facebook,Sign up with Facebook,,android.widget.Button,clickable,,,,Sign up with Google,,,wrong,.ui.activities.ActivityCreateAccount,
4,we_wont_share,Don't worry we won't post without your permission.,Don't worry we won't post without your permission.,,android.widget.TextView,label,,,,Sign up with Facebook,,,wrong,.ui.activities.ActivityCreateAccount,
5,email_address,,email_address,,android.widget.EditText,fillable,,,,,,,correct,.ui.activities.ActivityCreateAccount,
5,password,Password,Password,,android.widget.EditText,fillable,,,,,,,wrong,.ui.activities.ActivityCreateAccount,
5,signup_next_button,Next,Next,,android.widget.Button,clickable,,,,,,,wrong,.ui.activities.ActivityCreateAccount,
6,password,Password,Password,,android.widget.EditText,fillable,,,,,Password,,correct,.ui.activities.ActivityCreateAccount,
6,email_address,n175773se@nkdjfq.al.ne,email_address,,android.widget.EditText,fillable,,,,,,,wrong,.ui.activities.ActivityCreateAccount,
6,signup_next_button,Next,Next,,android.widget.Button,clickable,,,,,,,wrong,.ui.activities.ActivityCreateAccount,
7,signup_next_button,Next,Next,,android.widget.Button,clickable,,,,,,,correct,.ui.activities.ActivityCreateAccount,
7,email_address,n175773se@nkdjfq.al.ne,email_address,,android.widget.EditText,fillable,,,,,,,wrong,.ui.activities.ActivityCreateAccount,
7,password,1qaz2wsX,Password,,android.widget.EditText,fillable,,,,,Password,,wrong,.ui.activities.ActivityCreateAccount,
8,last_name,Last Name,Last Name,,android.widget.EditText,fillable,,,,First Name,,,correct,.ui.activities.ActivityCreateAccount,
8,first_name,First Name,First Name,,android.widget.EditText,fillable,,,,,,,wrong,.ui.activities.ActivityCreateAccount,
8,zip_code_edittext,94043,zip_code_edittext,,android.widget.EditText,fillable,,,,Last Name,,,wrong,.ui.activities.ActivityCreateAccount,
8,flag_selector,,Select Country flag_selector,,android.widget.ImageButton,clickable,Select Country,,,94043,,,wrong,.ui.activities.ActivityCreateAccount,
8,flag_selector_dropdown,,chevron_down_24x24 Select Country flag_selector_dropdown,chevron_down_24x24,android.widget.ImageButton,clickable,Select Country,,,,,,wrong,.ui.activities.ActivityCreateAccount,
8,signup_next_button_2,Next,Next,,android.widget.Button,clickable,,,,,,,wrong,.ui.activities.ActivityCreateAccount,
9,first_name,First Name,First Name,,android.widget.EditText,fillable,,,,,First Name,,correct,.ui.activities.ActivityCreateAccount,
9,last_name,Labfellow,Last Name,,android.widget.EditText,fillable,,,,First Name,Last Name,,wrong,.ui.activities.ActivityCreateAccount,
9,zip_code_edittext,94043,zip_code_edittext,,android.widget.EditText,fillable,,,,Labfellow,,,wrong,.ui.activities.ActivityCreateAccount,
9,flag_selector,,Select Country flag_selector,,android.widget.ImageButton,clickable,Select Country,,,94043,,,wrong,.ui.activities.ActivityCreateAccount,
9,flag_selector_dropdown,,chevron_down_24x24 Select Country flag_selector_dropdown,chevron_down_24x24,android.widget.ImageButton,clickable,Select Country,,,,,,wrong,.ui.activities.ActivityCreateAccount,
9,signup_next_button_2,Next,Next,,android.widget.Button,clickable,,,,,,,wrong,.ui.activities.ActivityCreateAccount,
10,signup_next_button_2,Next,Next,,android.widget.Button,clickable,,,,,,,correct,.ui.activities.ActivityCreateAccount,
10,first_name,Sealbot,First Name,,android.widget.EditText,fillable,,,,,First Name,,wrong,.ui.activities.ActivityCreateAccount,
10,last_name,Labfellow,Last Name,,android.widget.EditText,fillable,,,,Sealbot,Last Name,,wrong,.ui.activities.ActivityCreateAccount,
10,zip_code_edittext,94043,zip_code_edittext,,android.widget.EditText,fillable,,,,Labfellow,,,wrong,.ui.activities.ActivityCreateAccount,
10,flag_selector,,Select Country flag_selector,,android.widget.ImageButton,clickable,Select Country,,,94043,,,wrong,.ui.activities.ActivityCreateAccount,
10,flag_selector_dropdown,,chevron_down_24x24 Select Country flag_selector_dropdown,chevron_down_24x24,android.widget.ImageButton,clickable,Select Country,,,,,,wrong,.ui.activities.ActivityCreateAccount,
