event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,notes_menu_$_add,,Add notes_menu_$_add,,android.widget.TextView,clickable,Add,,,,,,correct,.MainActivity,
0,action_bar_title,Pocket Note,Pocket Note,,android.widget.TextView,clickable,,,,,,,wrong,.MainActivity,
0,search_button,,Search search_button,,android.widget.ImageView,clickable,Search,,,,,,wrong,.MainActivity,
0,notes_$_linearlayout_empty,Add Note,Add Note notes_$_linearlayout_empty,,android.widget.TextView,clickable,,,,,,,wrong,.MainActivity,
0,notes_$_imageview_sticky,,notes_$_imageview_sticky,,android.widget.ImageView,clickable,,,,,,,wrong,.MainActivity,
1,editor_$_edittext_title,,editor_$_edittext_title Pocket Note,,android.widget.EditText,fillable,,,,,,Pocket Note Pocket Note,correct,.app.notes.EditNoteActivity,
1,action_bar_title,Pocket Note,Pocket Note,,android.widget.TextView,label,,,,,,,wrong,.app.notes.EditNoteActivity,
1,editor_$_button_pick_color,,editor_$_button_pick_color,,android.widget.Button,clickable,,,,,,,wrong,.app.notes.EditNoteActivity,
1,editor_$_note_editor,,editor_$_note_editor,,android.widget.EditText,fillable,,,,,,,wrong,.app.notes.EditNoteActivity,
2,editor_$_note_editor,,editor_$_note_editor,,android.widget.EditText,fillable,,,,,,,correct,.app.notes.EditNoteActivity,
2,action_bar_title,Pocket Note,Pocket Note,,android.widget.TextView,label,,,,,,,wrong,.app.notes.EditNoteActivity,
2,editor_$_edittext_title,note,editor_$_edittext_title Pocket Note,,android.widget.EditText,fillable,,,,,,Pocket Note Pocket Note,wrong,.app.notes.EditNoteActivity,
2,editor_$_button_pick_color,,editor_$_button_pick_color,,android.widget.Button,clickable,,,,,,,wrong,.app.notes.EditNoteActivity,
