event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,fab,,ic_add,ic_add,android.widget.ImageButton,clickable,,,,,,,correct,.MainActivity,
0,null,Expenses,Expenses,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,null,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.MainActivity,
0,total_month_description,Total of month expenses,Total of month expenses,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,total_month,$0.00,$0.00,,android.widget.Button,clickable,,,,,,,wrong,.MainActivity,
1,expense_value,0.00,expense_value,,android.widget.EditText,fillable,,,,,,,correct,.ExpenseActivity,Money
1,null,Expenses,Expenses,,android.widget.TextView,label,,,,,,,wrong,.ExpenseActivity,
1,null,,Navigate up,,android.widget.ImageButton,clickable,Navigate up,,,,,,wrong,.ExpenseActivity,
1,null,,Money,,android.widget.ImageView,label,Money,,,,,,wrong,.ExpenseActivity,
1,null,,Description,,android.widget.ImageView,label,Description,,,,,,wrong,.ExpenseActivity,
1,expense_description,Add a description,Add a description,,android.widget.EditText,fillable,,,,,,,wrong,.ExpenseActivity,
1,null,,Date,,android.widget.ImageView,label,Date,,,,,,wrong,.ExpenseActivity,
1,date_picker,10-21-2020,10-21-2020,,android.widget.Button,clickable,,,,,,,wrong,.ExpenseActivity,
1, 1,Food,Food,,android.widget.TextView,clickable,,,,,,,wrong,.ExpenseActivity,
1,save_expense,Save,Save,,android.widget.Button,clickable,,,,,,,wrong,.ExpenseActivity,
2,expense_description,Add a description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,.ExpenseActivity,
2,null,Expenses,Expenses,,android.widget.TextView,label,,,,,,,wrong,.ExpenseActivity,
2,null,,Navigate up,,android.widget.ImageButton,clickable,Navigate up,,,,,,wrong,.ExpenseActivity,
2,null,,Money,,android.widget.ImageView,label,Money,,,,,,wrong,.ExpenseActivity,
2,expense_value,1500,expense_value,,android.widget.EditText,fillable,,,,,,,wrong,.ExpenseActivity,Money
2,null,,Description,,android.widget.ImageView,label,Description,,,,,,wrong,.ExpenseActivity,
2,null,,Date,,android.widget.ImageView,label,Date,,,,,,wrong,.ExpenseActivity,
2,date_picker,10-21-2020,10-21-2020,,android.widget.Button,clickable,,,,,,,wrong,.ExpenseActivity,
2, 1,Food,Food,,android.widget.TextView,clickable,,,,,,,wrong,.ExpenseActivity,
2,save_expense,Save,Save,,android.widget.Button,clickable,,,,,,,wrong,.ExpenseActivity,
3,save_expense,Save,Save,,android.widget.Button,clickable,,,,,,,correct,.ExpenseActivity,
3,null,Expenses,Expenses,,android.widget.TextView,label,,,,,,,wrong,.ExpenseActivity,
3,null,,Navigate up,,android.widget.ImageButton,clickable,Navigate up,,,,,,wrong,.ExpenseActivity,
3,null,,Money,,android.widget.ImageView,label,Money,,,,,,wrong,.ExpenseActivity,
3,expense_value,1500,expense_value,,android.widget.EditText,fillable,,,,,,,wrong,.ExpenseActivity,Money
3,null,,Description,,android.widget.ImageView,label,Description,,,,,,wrong,.ExpenseActivity,
3,expense_description,GRA,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,wrong,.ExpenseActivity,
3,null,,Date,,android.widget.ImageView,label,Date,,,,,,wrong,.ExpenseActivity,
3,date_picker,10-21-2020,10-21-2020,,android.widget.Button,clickable,,,,,,,wrong,.ExpenseActivity,
3, 1,Food,Food,,android.widget.TextView,clickable,,,,,,,wrong,.ExpenseActivity,
