event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,skip,Skip,Skip,,android.widget.Button,clickable,,,,,,,correct,.activity.MainActivity,
0,title,Power up your privacy,Power up your privacy,,android.widget.TextView,label,,,,,,,wrong,.activity.MainActivity,
0, ,Take private browsing to the next level. Block ads and other content that can track you across sites and bog down page load times.,Take private browsing to the next level. Block ads and other content that can track you across sites and bog down page load times.,,android.widget.TextView,label,,,,,,,wrong,.activity.MainActivity,
0,next,Next,Next,,android.widget.Button,clickable,,,,,,,wrong,.activity.MainActivity,
0,null,,,,android.support.v7.app.ActionBar$Tab,clickable,,,,,,,wrong,.activity.MainActivity,
1,urlView,Search or enter address,Search or enter address,,android.widget.EditText,fillable,,,,,,,correct,.activity.MainActivity,
1,menuView,,More options menuView,,android.widget.FrameLayout,clickable,More options,,,,,,wrong,.activity.MainActivity,
1,null,,Firefox Focus,,android.widget.ImageView,label,Firefox Focus,,,,,,wrong,.activity.MainActivity,
1,null,Automatic private browsing. Browse. Erase. Repeat.,Automatic private browsing. Browse. Erase. Repeat.,,android.widget.TextView,label,,,,,,,wrong,.activity.MainActivity,
2,urlView,Search or enter address,Search or enter address,,android.widget.EditText,fillable,,,,,Search or enter address,,correct,.activity.MainActivity,
2,menuView,,More options menuView,,android.widget.FrameLayout,clickable,More options,,,,,,wrong,.activity.MainActivity,
2,null,,Firefox Focus,,android.widget.ImageView,label,Firefox Focus,,,,,,wrong,.activity.MainActivity,
2,null,Automatic private browsing. Browse. Erase. Repeat.,Automatic private browsing. Browse. Erase. Repeat.,,android.widget.TextView,label,,,,,,,wrong,.activity.MainActivity,
3,display_url,https://www.ics.uci.edu,https://www.ics.uci.edu,,android.widget.TextView,clickable,,,,,,,correct,.activity.MainActivity,
3,security_info,,Site Security security_info,,android.widget.ImageView,clickable,Site Security,,,,,,wrong,.activity.MainActivity,
3,menuView,,ic_menu More options menuView,ic_menu,android.widget.ImageButton,clickable,More options,,,,,,wrong,.activity.MainActivity,
3,erase,,ic_delete Erase browsing history erase,ic_delete,android.widget.ImageButton,clickable,Erase browsing history,,,,,,wrong,.activity.MainActivity,
3,webview,,Web View webview,,android.webkit.WebView,clickable,Web View,,,,,,wrong,.activity.MainActivity,
4,urlView,https://www.ics.uci.edu/,Search or enter address,,android.widget.EditText,fillable,,,,,Search or enter address,,correct,.activity.MainActivity,
4,security_info,,Site Security security_info,,android.widget.ImageView,clickable,Site Security,,,,,,wrong,.activity.MainActivity,
4,clearView,,ic_clear Clear input clearView,ic_clear,android.widget.ImageButton,clickable,Clear input,,,,,,wrong,.activity.MainActivity,
4,menuView,,ic_menu More options menuView,ic_menu,android.widget.ImageButton,clickable,More options,,,,,,wrong,.activity.MainActivity,
4,display_url,https://www.ics.uci.edu/,https://www.ics.uci.edu/,,android.widget.TextView,clickable,,,,,,,wrong,.activity.MainActivity,
4,null,,UCI - Donald Bren School of Information and Computer Sciences Logo,,android.view.View,clickable,UCI - Donald Bren School of Information and Computer Sciences Logo,,,,,,wrong,.activity.MainActivity,
4,null,,Search ICS Website,,android.widget.EditText,fillable,Search ICS Website,,,,,,wrong,.activity.MainActivity,
4,null,,Toggle navigation,,android.widget.Button,clickable,Toggle navigation,,,,,,wrong,.activity.MainActivity,
4,null,,,,android.view.View,clickable,,,,,,,wrong,.activity.MainActivity,
4,null,,STAY SAFE: Check Building Occupancy,,android.view.View,clickable, STAY SAFE: Check Building Occupancy,,,,,,wrong,.activity.MainActivity,
4,null,,Laptop/Desktop,,android.view.View,clickable,Laptop/Desktop,,,,,,wrong,.activity.MainActivity,
4,null,,•,,android.view.View,clickable, • ,,,,,,wrong,.activity.MainActivity,
4,null,,Mobile Device,,android.view.View,clickable,Mobile Device,,,,,,wrong,.activity.MainActivity,
4,null,,MCS x MSWE,,android.view.View,clickable,MCS x MSWE,,,,,,wrong,.activity.MainActivity,
4,null,,Register Now,,android.widget.ToggleButton,clickable,Register Now,,,,,,wrong,.activity.MainActivity,
4,null,,Open accessibility menu,,android.view.View,clickable,Open accessibility menu,,,,,,wrong,.activity.MainActivity,
4,null,,Previous,,android.widget.Button,clickable,Previous,,,,,,wrong,.activity.MainActivity,
4,null,,Next,,android.widget.Button,clickable,Next,,,,,,wrong,.activity.MainActivity,
4,null,,slide-,,android.widget.Image,clickable,slide-20201130,,,,,,wrong,.activity.MainActivity,
4,null,,News Highlights,,android.view.View,clickable,News Highlights,,,,,,wrong,.activity.MainActivity,
4,null,,View More News,,android.widget.ToggleButton,clickable,View More News,,,,,,wrong,.activity.MainActivity,
4,erase,,ic_delete Erase browsing history erase,ic_delete,android.widget.ImageButton,clickable,Erase browsing history,,,,,,wrong,.activity.MainActivity,
4,dismiss ,,Dismiss dismiss,,android.view.View,clickable,Dismiss,,,,,,wrong,.activity.MainActivity,
4,null,,Coronavirus Resources,,android.view.View,clickable,Coronavirus Resources,,,,,,wrong,.activity.MainActivity,
4,null,,picture of Coronavirus - links to UCI Updates on Coronavirus,,android.view.View,clickable,picture of Coronavirus - links to UCI Updates on Coronavirus,,,,,,wrong,.activity.MainActivity,
4,null,,UCI Updates,,android.view.View,clickable,UCI Updates,,,,,,wrong,.activity.MainActivity,
4,null,,COVID Trends,,android.view.View,clickable,COVID Trends,,,,,,wrong,.activity.MainActivity,
4,null,,COVID Modeling,,android.view.View,clickable,COVID Modeling,,,,,,wrong,.activity.MainActivity,
4,null,,Coronavirus TwitterMap,,android.view.View,clickable,Coronavirus TwitterMap,,,,,,wrong,.activity.MainActivity,
4,null,,Technical Resources,,android.view.View,clickable,Technical Resources,,,,,,wrong,.activity.MainActivity,
4,null,,Remote Desktop Instructions,,android.view.View,clickable,Remote Desktop Instructions,,,,,,wrong,.activity.MainActivity,
4,null,,(requires login),,android.view.View,clickable,(requires login),,,,,,wrong,.activity.MainActivity,
4,null,,IRVINEWEATHER °FMostly Cloudy,,android.view.View,clickable,IRVINEWEATHER72°FMostly Cloudy,,,,,,wrong,.activity.MainActivity,
4,null,,Faculty Recruitment,,android.view.View,clickable,Faculty Recruitment,,,,,,wrong,.activity.MainActivity,
4,null,,Picture of Hal Stern on white board - links to recruitment page for faculty,,android.view.View,clickable,Picture of Hal Stern on white board - links to recruitment page for faculty,,,,,,wrong,.activity.MainActivity,
4,null,,The Donald Bren School of Information and Computer Sciences is seeking exceptional candidates for multiple tenured/tenure-track Professor positions.,,android.view.View,clickable,The Donald Bren School of Information and Computer Sciences is seeking exceptional candidates for multiple tenured/tenure-track Professor positions. ,,,,,,wrong,.activity.MainActivity,
4,null,,Learn More,,android.widget.ToggleButton,clickable,Learn More,,,,,,wrong,.activity.MainActivity,
4,null,,Live Chat ,,android.view.View,clickable,Live Chat ,,,,,,wrong,.activity.MainActivity,
4,null,,Live Chat With Undergraduate CounselorsICS Student Affairs Live Chat is an online live chat service available for students to ask undergraduate counseling questions.,,android.view.View,clickable,Live Chat With Undergraduate CounselorsICS Student Affairs Live Chat is an online live chat service available for students to ask undergraduate counseling questions.,,,,,,wrong,.activity.MainActivity,
4,null,,Chat Now,,android.widget.ToggleButton,clickable,Chat Now,,,,,,wrong,.activity.MainActivity,
4,null,,Upcoming Events,,android.view.View,clickable,Upcoming Events,,,,,,wrong,.activity.MainActivity,
4,null,,,,android.view.View,clickable,11 ,,,,,,wrong,.activity.MainActivity,
4,null,,December,,android.view.View,clickable,December,,,,,,wrong,.activity.MainActivity,
4,null,,CS Seminar Series: Vulnerability Detection Management and Response on Medical Devices: Oleg Yusim,,android.widget.Image,clickable,CS Seminar Series: Vulnerability Detection Management and Response on Medical Devices: Oleg Yusim,,,,,,wrong,.activity.MainActivity,
4,null,,CS Seminar Series: Vulnerability Detection Management and Response on Medical Devices: Oleg Yusim,,android.view.View,clickable,CS Seminar Series: Vulnerability Detection Management and Response on Medical Devices: Oleg Yusim,,,,,,wrong,.activity.MainActivity,
4,null,,The Computer Science Seminar Series is proud to present Oleg Yusim Head of Product Security Edwards Lifesciences. Medical Devices introduce their own unique challenges as...,,android.view.View,clickable,The Computer Science Seminar Series is proud to present Oleg Yusim Head of Product Security Edwards Lifesciences. Medical Devices introduce their own unique challenges as...,,,,,,wrong,.activity.MainActivity,
4,null,,: am,,android.view.View,clickable,11:00 am,,,,,,wrong,.activity.MainActivity,
4,null,,Dec,,android.view.View,clickable,Dec,,,,,,wrong,.activity.MainActivity,
4,null,,Informatics Seminar Series: Behind the Screen - Content Moderation in the Shadows of Social Media: Sarah Roberts,,android.view.View,clickable,Informatics Seminar Series: Behind the Screen - Content Moderation in the Shadows of Social Media: Sarah Roberts,,,,,,wrong,.activity.MainActivity,
4,null,,MCS x MSWE Virtual Capstone Showcase,,android.view.View,clickable,MCS x MSWE Virtual Capstone Showcase,,,,,,wrong,.activity.MainActivity,
4,null,,View Calendar,,android.widget.ToggleButton,clickable,View Calendar,,,,,,wrong,.activity.MainActivity,
4,null,,Donald Bren School of Information and Computer SciencesUniversity of California Irvine Donald Bren HallIrvine CA -,,android.view.View,clickable,Donald Bren School of Information and Computer SciencesUniversity of California Irvine6210 Donald Bren HallIrvine CA 92697-3425,,,,,,wrong,.activity.MainActivity,
4,null,,Facebook,,android.view.View,clickable,Facebook,,,,,,wrong,.activity.MainActivity,
4,null,,Instagram,,android.view.View,clickable,Instagram,,,,,,wrong,.activity.MainActivity,
4,null,,Twitter,,android.view.View,clickable,Twitter,,,,,,wrong,.activity.MainActivity,
4,null,,LinkedIn,,android.view.View,clickable,LinkedIn,,,,,,wrong,.activity.MainActivity,
4,null,,Youtube,,android.view.View,clickable,Youtube,,,,,,wrong,.activity.MainActivity,
