event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,skip,Skip,Skip,,android.widget.Button,clickable,,,,,,,correct,.activity.MainActivity,
0,title,Power up your privacy,Power up your privacy,,android.widget.TextView,label,,,,,,,wrong,.activity.MainActivity,
0, ,Take private browsing to the next level. Block ads and other content that can track you across sites and bog down page load times.,Take private browsing to the next level. Block ads and other content that can track you across sites and bog down page load times.,,android.widget.TextView,label,,,,,,,wrong,.activity.MainActivity,
0,next,Next,Next,,android.widget.Button,clickable,,,,,,,wrong,.activity.MainActivity,
0,null,,,,android.support.v7.app.ActionBar$Tab,clickable,,,,,,,wrong,.activity.MainActivity,
1,urlView,Search or enter address,Search or enter address,,android.widget.EditText,fillable,,,,,,,correct,.activity.MainActivity,
1,menuView,,More options menuView,,android.widget.FrameLayout,clickable,More options,,,,,,wrong,.activity.MainActivity,
1,null,,Firefox Focus,,android.widget.ImageView,label,Firefox Focus,,,,,,wrong,.activity.MainActivity,
1,null,Automatic private browsing. Browse. Erase. Repeat.,Automatic private browsing. Browse. Erase. Repeat.,,android.widget.TextView,label,,,,,,,wrong,.activity.MainActivity,
2,urlView,Search or enter address,Search or enter address,,android.widget.EditText,fillable,,,,,Search or enter address,,correct,.activity.MainActivity,
2,menuView,,More options menuView,,android.widget.FrameLayout,clickable,More options,,,,,,wrong,.activity.MainActivity,
2,null,,Firefox Focus,,android.widget.ImageView,label,Firefox Focus,,,,,,wrong,.activity.MainActivity,
2,null,Automatic private browsing. Browse. Erase. Repeat.,Automatic private browsing. Browse. Erase. Repeat.,,android.widget.TextView,label,,,,,,,wrong,.activity.MainActivity,
