event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,etBillTotal,1,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,.MainActivity,
0,null,Tip Calculator,Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,share_tip_info,,Share share_tip_info,,android.widget.TextView,clickable,Share,,,,,,wrong,.MainActivity,
0,null,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.MainActivity,
0,null,Enter Bill Info Below!,Enter Bill Info Below!,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,null,Person(s):,Person(s):,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,etPerson,1,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,wrong,.MainActivity,Enter Bill Info Below!
0,null,Tip:,Tip:,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,null,%,%,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,etTipAmount,15,etTipAmount,,android.widget.EditText,fillable,,,,,,,wrong,.MainActivity,Bill Total:
0,null,Bill Total:,Bill Total:,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,null,$,$,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,null,,,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,tvTipTotal,$ 0.15,Tip Amount: $ 0.15,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,tvTotalWithTip,$ 1.15,Total with Tip: $ 1.15,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,tvPersonPay,$ 1.15,Each Person Pays: $ 1.15,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,btCalculate,Calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,.MainActivity,
0,btReset,Reset,Reset,,android.widget.Button,clickable,,,,,,,wrong,.MainActivity,
1,etTipAmount,15,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,.MainActivity,Tip:
1,null,Tip Calculator,Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,share_tip_info,,Share share_tip_info,,android.widget.TextView,clickable,Share,,,,,,wrong,.MainActivity,
1,null,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.MainActivity,
1,null,Test Ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,null,,OPEN,,android.view.View,clickable,OPEN,,,,,,wrong,.MainActivity,
1,null,,unispowears.com,,android.view.View,clickable,unispowears.com,,,,,,wrong,.MainActivity,
1,null,,Design full custom,,android.view.View,clickable,Design full custom,,,,,,wrong,.MainActivity,
1,null,,Custom Basketball Uniforms AndCustom Basketball Jerseys,,android.view.View,clickable,Custom Basketball Uniforms AndCustom Basketball Jerseys,,,,,,wrong,.MainActivity,
1,null,,Basketball uniforms,,android.view.View,clickable,Basketball uniforms,,,,,,wrong,.MainActivity,
1,null,Enter Bill Info Below!,Enter Bill Info Below!,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,null,Person(s):,Person(s):,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,etPerson,1,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,wrong,.MainActivity,Person(s):
1,null,Tip:,Tip:,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,null,%,%,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,null,Bill Total:,Bill Total:,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,null,$,$,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,etBillTotal,56.6,etBillTotal,,android.widget.EditText,fillable,,,,,,,wrong,.MainActivity,
1,null,,,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,tvTipTotal,$ 0.15,Tip Amount: $ 0.15,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,tvTotalWithTip,$ 1.15,Total with Tip: $ 1.15,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,tvPersonPay,$ 1.15,Each Person Pays: $ 1.15,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,btCalculate,Calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,.MainActivity,
1,btReset,Reset,Reset,,android.widget.Button,clickable,,,,,,,wrong,.MainActivity,
1,null,Test Ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,null,,OpenHelsanaFamiliar with our trails?With the Helsana Trails app youcan get more out of every trail.…HelsanaFamiliar with our trails?,,android.view.View,clickable,OpenHelsanaFamiliar with our trails?With the Helsana Trails app youcan get more out of every trail.…HelsanaFamiliar with our trails?,,,,,,wrong,.MainActivity,
2,etPerson,1,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,.MainActivity,Person(s):
2,null,Tip Calculator,Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,share_tip_info,,Share share_tip_info,,android.widget.TextView,clickable,Share,,,,,,wrong,.MainActivity,
2,null,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.MainActivity,
2,null,Test Ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,null,,OPEN,,android.view.View,clickable,OPEN,,,,,,wrong,.MainActivity,
2,null,,unispowears.com,,android.view.View,clickable,unispowears.com,,,,,,wrong,.MainActivity,
2,null,,Design full custom,,android.view.View,clickable,Design full custom,,,,,,wrong,.MainActivity,
2,null,,Custom Basketball Uniforms AndCustom Basketball Jerseys,,android.view.View,clickable,Custom Basketball Uniforms AndCustom Basketball Jerseys,,,,,,wrong,.MainActivity,
2,null,,Basketball uniforms,,android.view.View,clickable,Basketball uniforms,,,,,,wrong,.MainActivity,
2,null,Enter Bill Info Below!,Enter Bill Info Below!,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,null,Person(s):,Person(s):,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,null,Tip:,Tip:,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,null,%,%,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,etTipAmount,15,etTipAmount,,android.widget.EditText,fillable,,,,,,,wrong,.MainActivity,Tip:
2,null,Bill Total:,Bill Total:,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,null,$,$,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,etBillTotal,56.6,etBillTotal,,android.widget.EditText,fillable,,,,,,,wrong,.MainActivity,
2,null,,,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,tvTipTotal,$ 0.15,Tip Amount: $ 0.15,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,tvTotalWithTip,$ 1.15,Total with Tip: $ 1.15,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,tvPersonPay,$ 1.15,Each Person Pays: $ 1.15,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,btCalculate,Calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,.MainActivity,
2,btReset,Reset,Reset,,android.widget.Button,clickable,,,,,,,wrong,.MainActivity,
2,null,Test Ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
2,null,,OpenHelsanaFamiliar with our trails?With the Helsana Trails app youcan get more out of every trail.…HelsanaFamiliar with our trails?,,android.view.View,clickable,OpenHelsanaFamiliar with our trails?With the Helsana Trails app youcan get more out of every trail.…HelsanaFamiliar with our trails?,,,,,,wrong,.MainActivity,
3,btCalculate,Calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,.MainActivity,
3,null,Tip Calculator,Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
3,share_tip_info,,Share share_tip_info,,android.widget.TextView,clickable,Share,,,,,,wrong,.MainActivity,
3,null,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.MainActivity,
3,null,Test Ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
3,null,,OPEN,,android.view.View,clickable,OPEN,,,,,,wrong,.MainActivity,
3,null,,unispowears.com,,android.view.View,clickable,unispowears.com,,,,,,wrong,.MainActivity,
3,null,,Design full custom,,android.view.View,clickable,Design full custom,,,,,,wrong,.MainActivity,
3,null,,Custom Basketball Uniforms AndCustom Basketball Jerseys,,android.view.View,clickable,Custom Basketball Uniforms AndCustom Basketball Jerseys,,,,,,wrong,.MainActivity,
3,null,,Basketball uniforms,,android.view.View,clickable,Basketball uniforms,,,,,,wrong,.MainActivity,
3,null,Enter Bill Info Below!,Enter Bill Info Below!,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
3,null,Person(s):,Person(s):,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
3,etPerson,4,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,wrong,.MainActivity,Person(s):
3,null,Tip:,Tip:,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
3,null,%,%,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
