event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,addToDoItemFAB,,ic_add_white_24dp addToDoItemFAB,ic_add_white_24dp,android.widget.ImageButton,clickable,,,,,,,correct,.MainActivity,
0,null,Minimal,Minimal,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
0,null,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.MainActivity,
0,null,You don't have any todos,You don't have any todos,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
1,userToDo ,,userToDo,,android.widget.EditText,fillable,,,Title,,,,correct,.AddToDoActivity,
1,null,,Navigate up,,android.widget.ImageButton,clickable,Navigate up,,,,,,wrong,.AddToDoActivity,
1,makeToDoFloatingActionButton,,ic_send_white_18dp makeToDoFloatingActionButton,ic_send_white_18dp,android.widget.ImageButton,clickable,,,,,,,wrong,.AddToDoActivity,
1,toDoHasDate Compat,OFF,OFF,,android.widget.Switch,clickable,,,,Remind Me,,,wrong,.AddToDoActivity,
1,userToDoRemindMe ,Remind Me,Remind Me,,android.widget.TextView,clickable,,,,,,,wrong,.AddToDoActivity,
1,userToDoReminderIcon ,,userToDoReminderIcon,,android.widget.ImageButton,clickable,,,,,,,wrong,.AddToDoActivity,
2,makeToDoFloatingActionButton,,ic_send_white_18dp makeToDoFloatingActionButton,ic_send_white_18dp,android.widget.ImageButton,clickable,,,,,,,correct,.AddToDoActivity,
2,null,,Navigate up,,android.widget.ImageButton,clickable,Navigate up,,,,,,wrong,.AddToDoActivity,
2,userToDo ,Sample Todo,userToDo,,android.widget.EditText,fillable,,,Title,,,,wrong,.AddToDoActivity,
2,toDoHasDate Compat,OFF,OFF,,android.widget.Switch,clickable,,,,Remind Me,,,wrong,.AddToDoActivity,
2,userToDoRemindMe ,Remind Me,Remind Me,,android.widget.TextView,clickable,,,,,,,wrong,.AddToDoActivity,
2,userToDoReminderIcon ,,userToDoReminderIcon,,android.widget.ImageButton,clickable,,,,,,,wrong,.AddToDoActivity,
3,toDoListItemTextview,Sample Todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,.MainActivity,
3,null,Minimal,Minimal,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,
3,null,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.MainActivity,
3,addToDoItemFAB,,ic_add_white_24dp addToDoItemFAB,ic_add_white_24dp,android.widget.ImageButton,clickable,,,,,,,wrong,.MainActivity,
