event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,newNote,,New note newNote,,android.widget.ImageButton,clickable,New note,,,,,,correct,.MainActivity,null
0,null,Swiftnotes,Swiftnotes,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,null
0,action_search,,Search action_search,,android.widget.TextView,clickable,Search,,,,,,wrong,.MainActivity,null
0,null,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.MainActivity,null
0,noNotes,Press '+' to add new note,Press '+' to add new note,,android.widget.TextView,label,,,,,,,wrong,.MainActivity,null
0,listView,,listView,,android.widget.ListView,clickable,,,,,,,wrong,.MainActivity,null
1,titleEdit,Title,Title,,android.widget.EditText,fillable,,,,,,,correct,.EditActivity,null
1,action_note_colour,,Note color action_note_colour,,android.widget.TextView,clickable,Note color,,,,,,wrong,.EditActivity,null
1,relativeLayoutEdit,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.EditActivity,null
1,relativeLayoutEdit,,,,android.widget.ImageButton,clickable,,,,,,,wrong,.EditActivity,null
1,bodyEdit,Note,Note,,android.widget.EditText,fillable,,,,,,,wrong,.EditActivity,null
2,bodyEdit,Note,Note,,android.widget.EditText,fillable,,,,,Note,,correct,.EditActivity,null
2,action_note_colour,,Note color action_note_colour,,android.widget.TextView,clickable,Note color,,,,,,wrong,.EditActivity,null
2,relativeLayoutEdit,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.EditActivity,null
2,relativeLayoutEdit,,,,android.widget.ImageButton,clickable,,,,,,,wrong,.EditActivity,null
2,titleEdit,Title1,Title,,android.widget.EditText,fillable,,,,,Title,,wrong,.EditActivity,null
3,relativeLayoutEdit,,,,android.widget.ImageButton,clickable,,,,,,,correct,.EditActivity,null
3,action_note_colour,,Note color action_note_colour,,android.widget.TextView,clickable,Note color,,,,,,wrong,.EditActivity,null
3,relativeLayoutEdit,,More options,,android.widget.ImageView,clickable,More options,,,,,,wrong,.EditActivity,null
3,titleEdit,Title1,Title,,android.widget.EditText,fillable,,,,,Title,,wrong,.EditActivity,null
3,bodyEdit,Note1,Note,,android.widget.EditText,fillable,,,,,Note,,wrong,.EditActivity,null
4,button1,Yes,Yes,,android.widget.Button,clickable,,,,,,,correct,.EditActivity,null
4,message,Save changes?,Save changes?,,android.widget.TextView,label,,,,,,,wrong,.EditActivity,null
4,button2,No,No,,android.widget.Button,clickable,,,,,,,wrong,.EditActivity,null
