event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
0,toolbar_action_search,,Search toolbar_action_search,,android.widget.TextView,clickable,Search,,,,,,correct,ru.mail.ui.SlideStackActivity,
0,folder_name,Inbox 2,Inbox 2,,android.widget.TextView,clickable,,,,,,,wrong,ru.mail.ui.SlideStackActivity,
0,drawer_layout,,Navigate up,,android.widget.ImageButton,clickable,Navigate up,,,,,,wrong,ru.mail.ui.SlideStackActivity,
0,toolbar_action_new,,New Message toolbar_action_new,,android.widget.TextView,clickable,New Message,,,,,,wrong,ru.mail.ui.SlideStackActivity,
1,search_text,Search Text,Search Text,,android.widget.EditText,fillable,,,,,,,correct,ru.mail.ui.SearchActivity,
1,toolbar_action_search,,Search toolbar_action_search,,android.widget.TextView,clickable,Search,,,,,,wrong,ru.mail.ui.SearchActivity,
1,toolbar_action_cancel,,Cancel toolbar_action_cancel,,android.widget.TextView,clickable,Cancel,,,,,,wrong,ru.mail.ui.SearchActivity,
1,advanced_search,,ic_arrow_down_contrast advanced_search,ic_arrow_down_contrast,android.widget.ImageButton,clickable,,,,,,,wrong,ru.mail.ui.SearchActivity,
1, ,all,all,,android.widget.TextView,clickable,,,,,,,wrong,ru.mail.ui.SearchActivity,
1, ,from,from,,android.widget.TextView,clickable,,,,,,,wrong,ru.mail.ui.SearchActivity,
1, ,to,to,,android.widget.TextView,clickable,,,,,,,wrong,ru.mail.ui.SearchActivity,
1, ,subject,subject,,android.widget.TextView,clickable,,,,,,,wrong,ru.mail.ui.SearchActivity,
1,advanced_search_view,,advanced_search_view,,android.view.View,clickable,,,,,,,wrong,ru.mail.ui.SearchActivity,
